smiles,dielectric_constant,band_gap_eV,Tg_K,monomer,reaction_type,temperature_K,solvent,reaction_time_hours,source,SMILES
[*]C(=O)c1ccc(C3H2CdO4)cc1[*],6.9165,5.4471,355.7,O=C(O)c1ccc(C3H2CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H2CdO4)cc1[*]
[*]C(=O)c1ccc(C18H12O2S2)cc1[*],4.7068,2.4428,410.6,O=C(O)c1ccc(C18H12O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H12O2S2)cc1[*]
[*]C(=O)c1ccc(C12H20O4Pb)cc1[*],4.3307,4.5701,387.2,O=C(O)c1ccc(C12H20O4Pb)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20O4Pb)cc1[*]
[*]C(=O)c1ccc(C8H12O4Pb)cc1[*],7.7979,3.7837,373.2,O=C(O)c1ccc(C8H12O4Pb)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Pb)cc1[*]
[*]C(=O)c1ccc(C16H18N2)cc1[*],3.3573,4.4323,416.0,O=C(O)c1ccc(C16H18N2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H18N2)cc1[*]
[*]C(=O)c1ccc(C16H14N2O2)cc1[*],4.153,4.2448,413.6,O=C(O)c1ccc(C16H14N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2O2)cc1[*]
[*]C(=O)c1ccc(C12H10N2O2S2)cc1[*],4.0653,3.849,399.6,O=C(O)c1ccc(C12H10N2O2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C12H10N2O2S2)cc1[*]
[*]C(=O)c1ccc(C12H14N2S2)cc1[*],3.9913,4.1265,402.0,O=C(O)c1ccc(C12H14N2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C12H14N2S2)cc1[*]
[*]C(=O)c1ccc(C8H12O4Pb)cc1[*],7.7863,3.7725,373.2,O=C(O)c1ccc(C8H12O4Pb)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Pb)cc1[*]
[*]C(=O)c1ccc(C12H20O4Pb)cc1[*],8.5435,5.1585,387.2,O=C(O)c1ccc(C12H20O4Pb)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20O4Pb)cc1[*]
[*]C(=O)c1ccc(C3H2CdO4)cc1[*],7.2652,5.2952,355.7,O=C(O)c1ccc(C3H2CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H2CdO4)cc1[*]
[*]C(=O)c1ccc(C8H4O4S2)cc1[*],6.1775,1.4812,373.2,O=C(O)c1ccc(C8H4O4S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H4O4S2)cc1[*]
[*]C(=O)c1ccc(C18H16O2)cc1[*],3.5227,3.781,410.6,O=C(O)c1ccc(C18H16O2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H16O2)cc1[*]
[*]C(=O)c1ccc(C6H8HfO4)cc1[*],6.6557,3.3412,366.2,O=C(O)c1ccc(C6H8HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8HfO4)cc1[*]
[*]C(=O)c1ccc(C8H12O4Zr)cc1[*],5.2902,3.0979,373.2,O=C(O)c1ccc(C8H12O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Zr)cc1[*]
[*]C(=O)c1ccc(C6H10O6Sn)cc1[*],5.6937,5.3383,363.8,O=C(O)c1ccc(C6H10O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H10O6Sn)cc1[*]
[*]C(=O)c1ccc(C10H10O4Sn)cc1[*],6.0831,4.3328,380.2,O=C(O)c1ccc(C10H10O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H10O4Sn)cc1[*]
[*]C(=O)c1ccc(C7H12O4Sn)cc1[*],4.9122,6.2977,369.7,O=C(O)c1ccc(C7H12O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H12O4Sn)cc1[*]
[*]C(=O)c1ccc(C2H2O6Ti)cc1[*],10.2835,4.1479,349.8,O=C(O)c1ccc(C2H2O6Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C2H2O6Ti)cc1[*]
[*]C(=O)c1ccc(C13H24O4Ti)cc1[*],4.5151,3.2023,390.7,O=C(O)c1ccc(C13H24O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C13H24O4Ti)cc1[*]
[*]C(=O)c1ccc(C14H12N4O2)cc1[*],5.7389,3.6468,416.6,O=C(O)c1ccc(C14H12N4O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C14H12N4O2)cc1[*]
[*]C(=O)c1ccc(C30H64O8Sn2)cc1[*],5.0,6.0066,445.4,O=C(O)c1ccc(C30H64O8Sn2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C30H64O8Sn2)cc1[*]
[*]C(=O)c1ccc(C32H16O18Sn6)cc1[*],8.1318,3.0468,440.4,O=C(O)c1ccc(C32H16O18Sn6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C32H16O18Sn6)cc1[*]
[*]C(=O)c1ccc(C11H20O4Sn)cc1[*],4.2467,6.0626,383.7,O=C(O)c1ccc(C11H20O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H20O4Sn)cc1[*]
[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*],5.3708,5.1625,361.4,O=C(O)c1ccc(C6H4Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*]
[*]C(=O)c1ccc(C5H6O4Zr)cc1[*],8.5337,3.5899,362.7,O=C(O)c1ccc(C5H6O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6O4Zr)cc1[*]
[*]C(=O)c1ccc(C12H6OS2)cc1[*],5.8516,2.0029,390.8,O=C(O)c1ccc(C12H6OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H6OS2)cc1[*]
[*]C(=O)c1ccc(C9H14O4Zn)cc1[*],4.1139,6.4657,376.7,O=C(O)c1ccc(C9H14O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H14O4Zn)cc1[*]
[*]C(=O)c1ccc(C11H18O4Zn)cc1[*],4.7279,6.1691,383.7,O=C(O)c1ccc(C11H18O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18O4Zn)cc1[*]
[*]C(=O)c1ccc(C24H12O4S2)cc1[*],4.8298,2.4807,429.2,O=C(O)c1ccc(C24H12O4S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C24H12O4S2)cc1[*]
[*]C(=O)c1ccc(C10H4OS3)cc1[*],6.14,1.5228,383.8,O=C(O)c1ccc(C10H4OS3)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H4OS3)cc1[*]
[*]C(=O)c1ccc(C8H16F4Sn2)cc1[*],9.6515,4.8758,378.0,O=C(O)c1ccc(C8H16F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C8H16F4Sn2)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],5.3189,3.3784,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
[*]C(=O)c1ccc(C8H16O4)cc1[*],2.9044,7.3778,373.2,O=C(O)c1ccc(C8H16O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H16O4)cc1[*]
[*]C(=O)c1ccc(C20H20O4)cc1[*],4.3238,3.0443,415.2,O=C(O)c1ccc(C20H20O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H20O4)cc1[*]
[*]C(=O)c1ccc(C12H20CdO4)cc1[*],4.1984,3.4701,387.2,O=C(O)c1ccc(C12H20CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20CdO4)cc1[*]
[*]C(=O)c1ccc(C2H8N4O2)cc1[*],4.0847,6.5776,374.6,O=C(O)c1ccc(C2H8N4O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C2H8N4O2)cc1[*]
[*]C(=O)c1ccc(C10H8O4)cc1[*],3.8226,3.8637,380.2,O=C(O)c1ccc(C10H8O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H8O4)cc1[*]
[*]C(=O)c1ccc(C20H12N4)cc1[*],4.4615,2.9424,440.0,O=C(O)c1ccc(C20H12N4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C20H12N4)cc1[*]
[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*],10.1928,2.2079,364.0,O=C(O)c1ccc(C4H8Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C4H8F4Sn2)cc1[*],11.9083,4.1949,364.0,O=C(O)c1ccc(C4H8F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8F4Sn2)cc1[*]
[*]C(=O)c1ccc(C20H20O12)cc1[*],3.8327,4.3069,405.6,O=C(O)c1ccc(C20H20O12)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H20O12)cc1[*]
[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*],8.0799,2.6041,364.0,O=C(O)c1ccc(C4H8Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C12H6OS3)cc1[*],5.618,1.8638,390.8,O=C(O)c1ccc(C12H6OS3)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H6OS3)cc1[*]
[*]C(=O)c1ccc(C4H6F2)cc1[*],3.221,8.3099,364.0,O=C(O)c1ccc(C4H6F2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H6F2)cc1[*]
[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*],5.8414,3.3026,364.0,O=C(O)c1ccc(C4H8Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C8H16F4Sn2)cc1[*],6.2851,5.4072,378.0,O=C(O)c1ccc(C8H16F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C8H16F4Sn2)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],4.518,5.7461,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],7.702,5.5923,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
[*]C(=O)c1ccc(C20H20O8)cc1[*],3.5869,4.7595,410.4,O=C(O)c1ccc(C20H20O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H20O8)cc1[*]
[*]C(=O)c1ccc(C20H16O8)cc1[*],3.7766,3.7469,410.4,O=C(O)c1ccc(C20H16O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H16O8)cc1[*]
[*]C(=O)c1ccc(C12H6OS2)cc1[*],5.1089,1.8946,390.8,O=C(O)c1ccc(C12H6OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H6OS2)cc1[*]
[*]C(=O)c1ccc(C10H16O4Zn)cc1[*],4.8483,6.3525,380.2,O=C(O)c1ccc(C10H16O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16O4Zn)cc1[*]
[*]C(=O)c1ccc(C10H16O4Zn)cc1[*],9.0407,5.8782,380.2,O=C(O)c1ccc(C10H16O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16O4Zn)cc1[*]
[*]C(=O)c1ccc(C18H8O4S4)cc1[*],5.5272,2.4838,408.2,O=C(O)c1ccc(C18H8O4S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H8O4S4)cc1[*]
[*]C(=O)c1ccc(C2H6N2O4)cc1[*],4.1587,5.9349,362.2,O=C(O)c1ccc(C2H6N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C2H6N2O4)cc1[*]
[*]C(=O)c1ccc(C3H2O4Zr)cc1[*],10.1448,2.5571,355.7,O=C(O)c1ccc(C3H2O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H2O4Zr)cc1[*]
[*]C(=O)c1ccc(C10H12Mg2O8)cc1[*],5.4473,6.3061,375.4,O=C(O)c1ccc(C10H12Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H12Mg2O8)cc1[*]
[*]C(=O)c1ccc(C52H40O4)cc1[*],3.7933,3.8611,527.2,O=C(O)c1ccc(C52H40O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C52H40O4)cc1[*]
[*]C(=O)c1ccc(C6H10O4Ti)cc1[*],6.1057,3.211,366.2,O=C(O)c1ccc(C6H10O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H10O4Ti)cc1[*]
[*]C(=O)c1ccc(C13H24O4Ti)cc1[*],4.3148,3.1982,390.7,O=C(O)c1ccc(C13H24O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C13H24O4Ti)cc1[*]
[*]C(=O)c1ccc(C11H20O4Sn)cc1[*],4.0519,6.18,383.7,O=C(O)c1ccc(C11H20O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H20O4Sn)cc1[*]
[*]C(=O)c1ccc(C10H24O8Sn2)cc1[*],5.6764,6.111,375.4,O=C(O)c1ccc(C10H24O8Sn2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H24O8Sn2)cc1[*]
[*]C(=O)c1ccc(C13H24O4Sn)cc1[*],4.9512,5.9424,390.7,O=C(O)c1ccc(C13H24O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C13H24O4Sn)cc1[*]
[*]C(=O)c1ccc(C14H26O4Sn)cc1[*],5.3319,5.9563,394.2,O=C(O)c1ccc(C14H26O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H26O4Sn)cc1[*]
[*]C(=O)c1ccc(C10H18O6Sn)cc1[*],4.5454,5.6249,377.8,O=C(O)c1ccc(C10H18O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H18O6Sn)cc1[*]
[*]C(=O)c1ccc(C6H8HfO4)cc1[*],6.4977,3.3292,366.2,O=C(O)c1ccc(C6H8HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8HfO4)cc1[*]
[*]C(=O)c1ccc(C18H12O4)cc1[*],4.2659,2.9172,408.2,O=C(O)c1ccc(C18H12O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H12O4)cc1[*]
[*]C(=O)c1ccc(C6H6N2O4)cc1[*],4.4421,4.8368,376.2,O=C(O)c1ccc(C6H6N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H6N2O4)cc1[*]
[*]C(=O)c1ccc(C3H2CdO4)cc1[*],6.9211,5.4457,355.7,O=C(O)c1ccc(C3H2CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H2CdO4)cc1[*]
[*]C(=O)c1ccc(C6H8HfO4)cc1[*],6.5164,3.3074,366.2,O=C(O)c1ccc(C6H8HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8HfO4)cc1[*]
[*]C(=O)c1ccc(C22H18N2S2)cc1[*],4.3541,3.1255,437.0,O=C(O)c1ccc(C22H18N2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C22H18N2S2)cc1[*]
[*]C(=O)c1ccc(C16H14N2S2)cc1[*],4.0294,3.1832,416.0,O=C(O)c1ccc(C16H14N2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2S2)cc1[*]
[*]C(=O)c1ccc(C12H20O4Pb)cc1[*],8.4967,5.2191,387.2,O=C(O)c1ccc(C12H20O4Pb)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20O4Pb)cc1[*]
[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*],9.6124,3.7577,382.4,O=C(O)c1ccc(C12H16O8Pb2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*]
[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*],9.7893,3.7612,382.4,O=C(O)c1ccc(C12H16O8Pb2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*]
[*]C(=O)c1ccc(C12H20O4Pb)cc1[*],13.4306,4.6827,387.2,O=C(O)c1ccc(C12H20O4Pb)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20O4Pb)cc1[*]
[*]C(=O)c1ccc(C6H6N2O2S2)cc1[*],5.2003,2.1003,378.6,O=C(O)c1ccc(C6H6N2O2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H6N2O2S2)cc1[*]
[*]C(=O)c1ccc(C16H14N2O2)cc1[*],4.8742,3.1969,413.6,O=C(O)c1ccc(C16H14N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2O2)cc1[*]
[*]C(=O)c1ccc(C5H6HfO4)cc1[*],7.5598,3.3002,362.7,O=C(O)c1ccc(C5H6HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6HfO4)cc1[*]
[*]C(=O)c1ccc(C16H14N2O2)cc1[*],3.9537,3.7951,413.6,O=C(O)c1ccc(C16H14N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2O2)cc1[*]
[*]C(=O)c1ccc(C8H12HfO4)cc1[*],5.7366,2.8672,373.2,O=C(O)c1ccc(C8H12HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12HfO4)cc1[*]
[*]C(=O)c1ccc(C6H8HfO4)cc1[*],6.4699,3.3281,366.2,O=C(O)c1ccc(C6H8HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8HfO4)cc1[*]
[*]C(=O)c1ccc(C14H10O)cc1[*],4.0718,3.0649,397.8,O=C(O)c1ccc(C14H10O)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H10O)cc1[*]
[*]C(=O)c1ccc(C11H20O6Sn)cc1[*],4.3631,5.5807,381.3,O=C(O)c1ccc(C11H20O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H20O6Sn)cc1[*]
[*]C(=O)c1ccc(C15H28O4Sn)cc1[*],4.6033,6.0697,397.7,O=C(O)c1ccc(C15H28O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C15H28O4Sn)cc1[*]
[*]C(=O)c1ccc(C12H22O4Sn)cc1[*],4.4781,5.8184,387.2,O=C(O)c1ccc(C12H22O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H22O4Sn)cc1[*]
[*]C(=O)c1ccc(C40H54O2Sn2)cc1[*],3.5023,4.2416,487.6,O=C(O)c1ccc(C40H54O2Sn2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C40H54O2Sn2)cc1[*]
[*]C(=O)c1ccc(C12H22O4Ti)cc1[*],4.8235,3.1418,387.2,O=C(O)c1ccc(C12H22O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H22O4Ti)cc1[*]
[*]C(=O)c1ccc(C10H18O4Sn)cc1[*],4.1268,6.1915,380.2,O=C(O)c1ccc(C10H18O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H18O4Sn)cc1[*]
[*]C(=O)c1ccc(C16H14N2O2)cc1[*],4.8381,3.1356,413.6,O=C(O)c1ccc(C16H14N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2O2)cc1[*]
[*]C(=O)c1ccc(C5H8O4Ti)cc1[*],5.6674,3.5931,362.7,O=C(O)c1ccc(C5H8O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H8O4Ti)cc1[*]
[*]C(=O)c1ccc(C10H12Mg2O8)cc1[*],4.9607,6.0628,375.4,O=C(O)c1ccc(C10H12Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H12Mg2O8)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zr)cc1[*],7.481,3.1073,359.2,O=C(O)c1ccc(C4H4O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zr)cc1[*]
[*]C(=O)c1ccc(C4H6N2O4)cc1[*],3.9315,5.5012,369.2,O=C(O)c1ccc(C4H6N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C4H6N2O4)cc1[*]
[*]C(=O)c1ccc(C10H16O4Zn)cc1[*],10.1814,5.9227,380.2,O=C(O)c1ccc(C10H16O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16O4Zn)cc1[*]
[*]C(=O)c1ccc(C12H4O4S4)cc1[*],5.6156,2.3663,387.2,O=C(O)c1ccc(C12H4O4S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H4O4S4)cc1[*]
[*]C(=O)c1ccc(C16H8O6)cc1[*],5.3541,3.1295,398.8,O=C(O)c1ccc(C16H8O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H8O6)cc1[*]
[*]C(=O)c1ccc(C10H16O4Zn)cc1[*],7.7313,5.8926,380.2,O=C(O)c1ccc(C10H16O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16O4Zn)cc1[*]
[*]C(=O)c1ccc(C20H12O6)cc1[*],4.3117,2.4802,412.8,O=C(O)c1ccc(C20H12O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H12O6)cc1[*]
[*]C(=O)c1ccc(C20H24O6)cc1[*],3.4216,4.4147,412.8,O=C(O)c1ccc(C20H24O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H24O6)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],5.2897,5.7538,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],4.5009,5.1686,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
